pose:(0.020000489591762038, -0.0009795915545759658, -0.049000416614586498)
pose:(0.039579873646777175, -0.002896772754819932, -0.09798344087523779)
pose:(0.058693925420889026, -0.0038367553632286679, -0.048940173790243686)
pose:(0.073841342349443617, -0.0090868737777595639, -0.087913599289469707)
pose:(0.087116989029885294, -0.011651531309204181, -0.025678034633932471)
pose:(0.098975900616888435, -0.015924391923414646, -0.066810015762498037)
pose:(0.10935171547143607, -0.018709848708012337, -0.0057589358325868395)
pose:(0.12718766141717752, -0.019683799025518308, -0.054749707133818326)
pose:(0.13421290706222078, -0.019967168743959329, 0.0036719287402935397)
pose:(0.14055751300333585, -0.021942651976388412, -0.041101959859101617)
pose:(0.14612317645113049, -0.024213022773294832, 0.017729375585440063)
pose:(0.15213264530282455, -0.018951533881988891, -0.037468564289306949)
pose:(0.1592967491606091, -0.0093871885843983885, 0.0044586464247182225)
pose:(0.17612142029680899, -0.010135551119674305, -0.04453928193980871)
pose:(0.1853169233782419, -0.0091853038749116211, 0.0045968715903217938)
pose:(0.19394999030697158, -0.0042682712863656193, -0.050784787058960522)
pose:(0.20442560250612163, -0.001304580934769861, -0.0033385022658995456)
pose:(0.21457742685451697, -0.00083845541602670201, -0.055883110816491076)
pose:(0.22426069534898641, 0.0021027805027282937, -0.0086679342778401211)
pose:(0.23540256660801506, 0.0044218075184771586, -0.06251460254066657)
pose:(0.24632614540653186, 0.0076769777987328513, -0.015333674226568818)
pose:(0.25827100116473023, 0.0075848249073153734, -0.066563960955795337)
pose:(0.27055537762712512, 0.0051522697777806386, -0.015117482970614556)
pose:(0.28141275324781057, -4.0906912380710429e-05, -0.062561498173145977)
pose:(0.29415419656444131, 0.0044904328382237716, -0.015903682756116672)
pose:(0.30636126172612099, 0.0055999705188981338, -0.069216064972028507)
pose:(0.31878310682358757, 0.0040131582577995432, -0.018464286011841059)
pose:(0.33027392939706846, 0.00033838737269417435, -0.067372022180984648)
pose:(0.34317211145199245, 0.0015887080383217783, -0.018813762167820637)
pose:(0.35504430912209639, -0.0013594593760362971, -0.067806406034749425)
pose:(0.36607410607448831, -0.00070790844575018572, -0.017003349985605445)
pose:(0.37864661603199279, -0.0020585162915633575, -0.068283292234673817)
pose:(0.39246855601204822, 0.002896805097398163, -0.023643859467545374)
pose:(0.40537959297724491, 0.0056469378817060965, -0.081288906302844882)
pose:(0.41815958439742962, 0.0098828965486131206, -0.036722327423996289)
pose:(0.42968413838579234, 0.0098339877674898345, -0.089694878196885042)
pose:(0.44155914882113279, 0.010827943413738229, -0.04188458162967626)
pose:(0.45268342240353798, 0.012727550617319746, -0.097036573298449363)
pose:(0.4652523852414514, 0.01326824883597226, -0.047753307977465936)
pose:(0.47727853817860044, 0.015780084778694279, -0.10568562887549668)
pose:(0.48910141957888098, 0.018835386429421275, -0.060563830805722106)
pose:(0.49986873433384726, 0.016498067678866551, -0.11232241460641261)
pose:(0.51014985302028992, 0.017113181835262444, -0.065541951069903986)
pose:(0.52000534136241816, 0.016413067189837757, -0.12047539889846998)
pose:(0.53091389756486418, 0.016247713355663867, -0.072949403256613921)
pose:(0.54147631357527337, 0.016354106360682498, -0.12766768422251362)
pose:(0.55230195113114022, 0.015747434016479829, -0.080147685416067413)
pose:(0.56263837663954341, 0.014763730245053786, -0.13302366875635541)
pose:(0.57270815174242307, 0.015486985183735928, -0.084571915829761729)
pose:(0.58333134876871551, 0.014929039088035485, -0.1372136248527028)
pose:(0.59331095778470888, 0.015873904977161488, -0.089854502891106372)
pose:(0.60277303055964293, 0.016296270039245803, -0.1458164855690996)
pose:(0.61243973202951307, 0.016142155867791941, -0.097198863466736354)
pose:(0.62152571003819412, 0.01656284872478966, -0.054496883051151461)
pose:(0.63196001470149055, 0.015997618408308999, -0.11424277175473313)
pose:(0.64154578967393971, 0.014512323198029765, -0.066832913539814576)
pose:(0.65158142423554155, 0.013800927696167519, -0.1260928613312487)
pose:(0.66133251623097267, 0.013279743585640982, -0.078710528316422529)
pose:(0.67024021412839052, 0.014104185738431134, -0.1380665146050839)
pose:(0.67880384212501232, 0.013664303492601455, -0.093185785004391689)
pose:(0.68756988497268723, 0.013940983422972017, -0.052296275940448549)
pose:(0.69575546776106578, 0.01390330807047911, -0.11463820152610747)
pose:(0.70421378548623981, 0.013842737704749735, -0.070940605197001988)
pose:(0.71318292650550252, 0.013407761342656787, -0.13175639343364876)
pose:(0.72176250008343312, 0.013277161111482413, -0.086710372392275553)
pose:(0.73066531315797678, 0.013563535975278446, -0.14547324389210428)
pose:(0.73916968452072129, 0.013292434012602886, -0.099383763634729477)
pose:(0.74784061292221815, 0.013582873534165383, -0.15727454220228546)
pose:(0.75636231397808595, 0.012723400789983134, -0.11048588010355859)
pose:(0.7648612341208193, 0.01199504594603042, -0.066337376205332671)
pose:(0.77337573870129606, 0.01091726504929824, -0.1262104418114616)
pose:(0.7814382614561135, 0.011039577334206957, -0.081745123689714816)
pose:(0.78958699604414084, 0.0098949274758437043, -0.13442761345839227)
pose:(0.79797534094963374, 0.009502827480155478, -0.087211313870776783)
pose:(0.80672094414374784, 0.0094524354475654087, -0.14298236300516623)
pose:(0.81540584048534903, 0.0091971395347888937, -0.096551494361071979)
pose:(0.82501889459195421, 0.0089941650287817428, -0.15355763051040178)
pose:(0.83399188342894059, 0.008720266238947021, -0.10527451140796878)
pose:(0.84330531529120512, 0.0082265514334318307, -0.064343032744436396)
pose:(0.85255415028681047, 0.0077304774595079208, -0.12142017778683295)
pose:(0.86142012446175342, 0.0072975333207357801, -0.073382251685085748)
pose:(0.87075477673353785, 0.0067019788869885147, -0.12950168431107631)
pose:(0.87977574079403598, 0.0067130653686826771, -0.082717708528177614)
pose:(0.88861460314998431, 0.0061710754923762099, -0.14020568749961948)
pose:(0.89696621701338597, 0.0057673918625847694, -0.091985275098436889)
pose:(0.90575601423093299, 0.0050516906111353647, -0.14858896302516109)
pose:(0.91433790790360481, 0.0045000003578141269, -0.099260361441864536)
pose:(0.92340272277905888, 0.0042517399324136351, -0.15510841750249527)
