pose:(0.020000489591762038, -0.0009795915545759658, -0.049000416614586498)
pose:(0.039579873646777175, -0.002896772754819932, -0.09798344087523779)
pose:(0.058693925420889026, -0.0038367553632286679, -0.048940173790243686)
pose:(0.075945703324728497, -0.004534533207170721, -0.095572184388467596)
pose:(0.091121451821754129, -0.0025973542199456781, -0.040630001851119819)
pose:(0.1045533908145414, -0.002039921042105266, -0.088979483202034415)
pose:(0.12238985003793057, -0.0027552119197596448, -0.039940765057971707)
pose:(0.13221647925447111, -0.0010062993900495157, -0.089185439596527388)
pose:(0.1407536915868447, 0.0014367641503913824, -0.0354213287108728)
pose:(0.14835626186846895, 0.0019490704629506637, -0.084439021858135427)
pose:(0.15503119672053489, 0.0012977715886007483, -0.029016075096362559)
pose:(0.16078564155926423, 0.0052564975949950373, -0.083151833322724744)
pose:(0.16971900360108827, 0.01299014351641796, -0.036110304073514614)
pose:(0.1863039317051266, 0.011577951866152607, -0.085103276098296488)
pose:(0.19227257161364619, 0.011860326335962637, -0.035026546708827655)
pose:(0.19990096157932979, 0.01697982586080438, -0.091440676988667369)
pose:(0.20890357408477211, 0.017735720221759808, -0.042542706241204487)
pose:(0.2190481835779392, 0.015966005161745074, -0.094084839231348583)
pose:(0.2299643691204345, 0.013471032909199484, -0.040897785660026872)
pose:(0.24276304783592018, 0.015826594322996154, -0.098086491716339971)
pose:(0.25538134629354592, 0.013210280574961358, -0.047057204977714817)
pose:(0.26827104390072465, 0.013304460073034121, -0.10114721014265492)
pose:(0.28284642732073395, 0.012542767818082152, -0.052112296736057308)
pose:(0.29374535321107564, 0.016498509512196342, -0.10934582846110656)
pose:(0.30529210358077585, 0.018616297322811889, -0.060695871487194492)
pose:(0.31664578341116667, 0.013166529467511064, -0.11070862847273766)
pose:(0.32828622366290217, 0.015016930149538983, -0.061607885714426852)
pose:(0.34129064849869617, 0.014404744257750219, -0.11665194295408171)
pose:(0.35319485596812839, 0.017389522163114086, -0.069251608101490239)
pose:(0.3654342351382357, 0.014710873006079624, -0.12190956688553731)
pose:(0.37741273140519693, 0.013381915784053356, -0.070011546857422571)
pose:(0.38982497360246737, 0.011902482095200289, -0.11899504647315418)
pose:(0.40184656865871837, 0.010655626617224983, -0.067988808272752083)
pose:(0.41316041191797526, 0.013006233832292354, -0.026320415905236816)
pose:(0.42525993803728435, 0.013923209459306782, -0.085905980156361014)
pose:(0.43801546311433204, 0.015480942962894336, -0.044218006981609277)
pose:(0.45036348491390887, 0.015237583533608786, -0.10163866662345823)
pose:(0.46172722484245532, 0.015722287218082203, -0.058122829530121607)
pose:(0.47246437031060984, 0.014570085704170224, -0.10711285594018483)
pose:(0.48285401695158736, 0.015175282915766662, -0.060923848936593583)
pose:(0.49327253510774116, 0.013757971536504118, -0.11715125980798657)
pose:(0.50439092263673335, 0.016202426998801658, -0.073792382320744268)
pose:(0.51537706357539848, 0.016371596438053217, -0.12979481012129193)
pose:(0.52693311559036904, 0.01683550067467934, -0.079643674287691882)
pose:(0.53812298943928205, 0.014071390462905904, -0.13107964265950797)
pose:(0.54909103397217773, 0.01240279326605667, -0.077894255207915389)
pose:(0.55905091162375675, 0.011235473260615782, -0.1268771529481551)
pose:(0.56967974507572827, 0.01268602641133198, -0.079118179914747511)
pose:(0.5797512207062907, 0.01210755634884427, -0.033482762380869037)
pose:(0.59045156151866274, 0.013054376508644805, -0.093179962123692367)
pose:(0.60062785625572479, 0.0132124558231804, -0.04736656767362861)
pose:(0.6102341741112004, 0.012194566723309166, -0.10493240857663222)
pose:(0.62006078568512191, 0.012945293703870327, -0.059497135710449775)
pose:(0.62980182791297024, 0.012794811198514356, -0.11754570204245944)
pose:(0.63919921092142884, 0.012610620675918966, -0.069484723705125831)
pose:(0.64803256326381686, 0.012944899342680097, -0.12731408811596304)
pose:(0.65663659258994378, 0.013351301987176403, -0.082211526970809315)
pose:(0.66587933711484004, 0.013207799481572371, -0.14041343053935848)
pose:(0.67477027932436595, 0.01382086832148954, -0.094579731511954951)
pose:(0.68430101593378923, 0.013410125728660493, -0.14682994547725203)
pose:(0.69290328966905168, 0.01307826172730101, -0.095965197443383152)
pose:(0.70148958304500419, 0.012665293975917782, -0.051288680648260677)
pose:(0.71020781182348869, 0.012018775098530112, -0.10825405825397019)
pose:(0.71902542063514741, 0.011511210484580666, -0.061131843886418853)
pose:(0.72777899131359736, 0.011663527896367326, -0.11872658120196224)
pose:(0.73652577715107603, 0.012304850755784592, -0.072313351594248565)
pose:(0.74554163585351652, 0.012144761404470314, -0.12830862466037785)
pose:(0.75450368727597561, 0.012358168710065993, -0.079713848415210939)
pose:(0.76301220018431948, 0.011467309617146699, -0.13294474345767462)
pose:(0.77188123558655641, 0.011450991843427471, -0.084759903750655285)
pose:(0.78012647513906908, 0.010916706405873888, -0.13901641705825452)
pose:(0.78907472567264048, 0.01067677027783012, -0.091076560736336354)
pose:(0.79806149005527449, 0.010028606702894471, -0.14303606688378862)
pose:(0.80784756409233427, 0.0094030837047274982, -0.091209587424682409)
pose:(0.81766323003337071, 0.008661905965863791, -0.14605341793782406)
pose:(0.82759527673181654, 0.0080154634015835134, -0.097011286525994139)
pose:(0.83638455584645244, 0.007342378917866048, -0.14935890844918437)
pose:(0.84558319815066352, 0.0068083868013794667, -0.097818660601921431)
pose:(0.8551218154214496, 0.0062310742125280651, -0.053856008761652759)
pose:(0.8648770987776695, 0.0054493125049106519, -0.11146419560788459)
pose:(0.87431124645207747, 0.0053250830558416286, -0.066336168186556188)
pose:(0.88429224124864525, 0.004729732356792588, -0.11532790184741565)
pose:(0.89248756937040219, 0.0044615139716328066, -0.067403316621751752)
pose:(0.90080105760741691, 0.0042034592827568107, -0.12468293251221262)
pose:(0.90993325645286094, 0.0035568359636535441, -0.078414155696906102)
pose:(0.91881387368410383, 0.0031344366313395917, -0.13380736263853998)
pose:(0.92792436637588682, 0.0026305992704181136, -0.087915348490336387)
pose:(0.93717734789873308, 0.0023896763905984749, -0.14170471439614579)
pose:(0.94711424647575304, 0.001952667449512798, -0.092660178924502429)
